duty_addr,duty_div,duty_div_nam,duty_emcls,duty_emcls_name,duty_eryn,duty_etc,duty_inf,duty_mapimg,duty_name,duty_tel1,duty_time1c,duty_time1s,duty_time2c,duty_time2s,duty_time3c,duty_time3s,duty_time4c,duty_time4s,duty_time5c,duty_time5s,hpid,post_cdn1,post_cdn2,rnum,wgs84Lat,wgs84Lon,duty_time6c,duty_time6s,duty_tel3,duty_time8c,duty_time8s,duty_time7c,duty_time7s
"부산광역시 남구 못골로12번길 35, 5층 501~503호 (대연동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,1호선 시청역 8번출구,향기로운한의원,051-636-1395,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,B1200423,484,53 ,5398,35.180734303614074,129.07770824084162,1300,0930,,,,,
"부산광역시 금정구 중앙대로1841번길 23, 4층 (구서동, 현대타운)",C,의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00 ,,1호선 구서역 3번출구,향사랑외과의원,051-517-7582,1300,0900,1300,0900,1300,0900,1300,0900,1830,0900,A1201325,462,43 ,5399,35.24861388888888,129.09046666666816,1300,0900,,,,,
"부산광역시 북구 금곡대로 159, 3층 (화명동)",N,치과의원,G099,응급의료기관 이외,2,점심12:30-14:00,,2호선 수정역 3번출구,허권치과의원,051-333-2882,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1202463,465,42 ,5400,35.22331637829413,129.00885593581512,,,,,,,
"부산광역시 연제구 중앙대로 1052, 1,3층 (연산동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:30,,1호선 시청역 8번 출구,허리인하이키한의원,051-852-1079,2000,0930,2000,0930,2000,0930,2000,0930,2000,0930,B1200946,475,98 ,5401,35.18200279399502,129.07875637284906,1800,0930,,1400,0930,,
"부산광역시 연제구 중앙대로 1052, 1,3층 (연산동)",G,한의원,G099,응급의료기관 이외,2,"13:00 ~ 14:30 휴게시간 
평일 18:30 접수마감, 토요일 13:30 접수마감",,,허리인한의원,051-852-0800,1900,0930,1900,0930,1900,0930,1900,0930,2000,0930,B1201481,475,98 ,5402,35.182001968192615,129.07875722990246,1400,0930,,,,,
"부산광역시 북구 만덕2로44번길 8, 3, 4층 (만덕동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00 - 14:00,,,허리편한신경외과의원,051-333-7575,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,A1206977,465,66 ,5403,35.209973425165,129.037293542268,1400,0900,,,,,
"부산광역시 남구 석포로 34, 205, 206호 (감만동, 국제아파트)",N,치과의원,G099,응급의료기관 이외,2,점심13:00-14:00,,버스정류장: 감만동주민센터/탑마트 맞은편 3층,허문회치과의원,051-637-3080,1740,1000,1740,1000,1740,1000,1740,1000,1740,1000,A1203083,485,41 ,5404,35.1160138888889,129.08197222222523,1300,0930,,,,,
"부산광역시 동래구 충렬대로 186, 5층 (명륜동)",N,치과의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00(토요일 점심시간 없음),,롯데백화점 맞은편  abc메디컬센터 12층,허성렬치과의원,051-807-7528,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,A1203167,478,15 ,5405,35.158122222222225,129.055758333333330,1400,0900,,,,,
"부산광역시 연제구 중앙대로 1171-4, 1,2,3층 (거제동)",G,한의원,G099,응급의료기관 이외,2,점심시간 12:30~14:00,점심12:30-14:00,1호선 교대역 2번출구,허성욱한의원,051-853-3030,1830,1400,1830,1400,1830,1400,1830,1400,1830,1000,B1200583,475,22 ,5406,35.19214722222223,129.0796972222237,1300,1000,,,,,
"부산광역시 사상구 학감대로 120, 201호 (학장동, 현재빌딩)",C,의원,G099,응급의료기관 이외,2,점심12:00~14:00,,버스정류장: 학장교차로,허용진내과의원,051-316-3603,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1201820,470,48 ,5407,35.14172777777779,128.98885277777995,1300,0900,,,,,
"부산광역시 수영구 남천동로 36, 3층303호 (남천동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00 ,,버스정류장: 삼익비치우편물취급국,허재규한의원,051-624-6999,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1200921,483,09 ,5408,35.141194961794454,129.11167007249966,1400,0900,,,,,
부산광역시 사하구 제석로 54  (당리동),C,의원,G099,응급의료기관 이외,2,점심시간 12:30~14:00,,1호선 당리역 3번 출구,허재영내과의원,051-207-6575,1200,0900,1200,0900,1200,0900,1200,0900,1830,0900,A1201290,493,23,5409,35.10535194939045,128.974757394797,1400,0900,,,,,
"부산광역시 부산진구 새싹로 157-2, 2층 (연지동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,버스정류장: LG사이언스몰,허종현내과의원,051-805-2222,1300,0900,1300,0900,1300,0900,1300,0900,1800,0900,A1205885,471,09 ,5410,35.17023652360002,129.04983474820136,1300,0900,,,,,
"부산광역시 해운대구 센텀2로 20, 1204호 (우동, 센텀타워메디칼)",C,의원,G099,응급의료기관 이외,2,점심 12:30~14:00,"점심12:30~14:00(토요일점심x)축농증*귀코목 진료 및 수술(간단한것),소아진료(신생아부터),후두내시경, 보청기, 코골이 수면무호흡증.
월,화,목,금 평일 진료, 수+토요일 오전진료, 공휴일/일요일 휴진.",2호선 센텀시티역 11번 출구,허준이비인후과의원,051-781-6226,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1201188,480,60 ,5411,35.16718868787249,129.13205003578037,1230,0930,,,,,
"부산광역시 금정구 구서로 24, 2층 (구서동, 농협)",G,한의원,G099,응급의료기관 이외,2,,점심13-14,1호선 구서역 1번출구/농협2층,허태율한의원,051-513-6633,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1200807,462,42 ,5412,35.24695341944703,129.08847870418776,1900,1000,,,,,
"부산광역시 부산진구 서면로 32, 11층 (부전동)",C,의원,G099,응급의료기관 이외,2,12:00~13:00 점심,,,헤어로의원,051-803-3666,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1206522,472,89 ,5413,35.1572152168752,129.058136509751,1700,0900,,,,,
"부산광역시 남구 수영로 345, 대연힐스테이트푸르지오 115동 3층 309호 (대연동, 대연힐스테이트푸르지오)",C,의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00,,2호선 경성대부경대역 2번 출구/대연힐스테이트푸르지오,헬로소아청소년과의원,051-612-0677,1300,0900,1300,0900,1300,0900,1300,0900,1800,0900,A1204807,484,32 ,5414,35.13987588445514,129.10300782655966,1300,0900,,,,,
부산광역시 동구 고관로 120 (수정동),G,한의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,,현강한의원,051-744-4080,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,B1200779,487,89 ,5415,35.12915571552887,129.04698738842504,1900,0930,,,,,
"부산광역시 사상구 사상로 241 (괘법동, 참조은한의원)",G,한의원,G099,응급의료기관 이외,2,"평일    점심12:30 ~ 14:00

",,2호선 사상역 6번출구/마루빌딩1층,현당한의원,051--326-6888,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,B1200668,469,63 ,5416,35.16643901647723,128.98234323740706,1300,0900,,,,,
"부산광역시 기장군 정관읍 정관로 702, 2층",C,의원,G099,응급의료기관 이외,2,점심 12:30-14:00,,버스정류장: 달산,현대메디의원,051-721-0707,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1205892,460,21 ,5417,35.3209574887,129.1897105756,1300,0900,,,,,
부산광역시 사상구 운산로 31 (삼락동),N,치과의원,G099,응급의료기관 이외,2,점심 12:30-14:00 ,,버스정류장: 괘법 한신아파트,현대부부치과의원,051-303-2875,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1203015,469,15 ,5418,35.16882777777778,128.98024722222328,1230,0930,,1400,1000,,
"부산광역시 연제구 법원북로 34 (거제동, 2층 일부)",C,의원,G099,응급의료기관 이외,2,점심 12:30-14:00,,3호선 종합운동장역 7번출구/홈타운상가 2층,현대소아청소년과의원,051-507-9775,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1201132,475,08 ,5419,35.192428436121766,129.0711224965717,1300,0930,,,,,
부산광역시 부산진구 범일로 127 (범천동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,"1호선 범일역 7,9번출구/현대백화점 옆 서면방향",현대안과의원,051-647-8575,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200708,473,60 ,5420,35.14149204510611,129.0590479857521,1400,0900,,,,,
부산광역시 기장군 기장읍 반송로 1555,D,요양병원,G099,응급의료기관 이외,2,점심 12:30-13:30,,버스정류장: 중앙사거리,현대요양병원,051-721-7582,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1202253,460,58 ,5421,35.24882899862609,129.21017861039007,1300,0900,,,,,
"부산광역시 금정구 서부로 31, 2층 (서동)",C,의원,G099,응급의료기관 이외,2,점심13-14시,,서동상가 아파트 앞. ,현대의원,051-521-6638,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1201326,463,18 ,5422,35.216497222222223,129.102552777777788,1300,0900,,,,,
부산광역시 연제구 금련로 5 (연산동),C,의원,G099,응급의료기관 이외,2,점심 13:00~14:00,,3호선 배산역 3번 출구,현대정형외과의원,051-867-8673,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200795,476,16 ,5423,35.17323831773098,129.09599664392115,1300,0900,,,,,
부산광역시 영도구 태종로 106 (대교동2가),N,치과의원,G099,응급의료기관 이외,2,수요일은 임플란트 수술만 하는 날입니다,"점심 12:00~14:00 영유아구강검진, 열상봉합",버스정류장: 항만소방서 맞은편,현대치과의원,051-413-2100,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1203342,490,52 ,5424,35.09107725107626,129.04218928625363,,,,,,,
부산광역시 동구 범일로 126 (범일동),N,치과의원,G099,응급의료기관 이외,2,점심 12:30-14:00,,현대백화점맞은편,현대치과의원,051-633-4623,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,A1203508,487,38 ,5425,35.141097222222221,129.059619444444451,1200,1000,,,,,
부산광역시 부산진구 엄광로 34 (개금동),N,치과의원,G099,응급의료기관 이외,2,점심12:30-14:00,,버스정류장: 개금1치안센터,현대치과의원,051-891-2825,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,A1202725,473,87 ,5426,35.1480783428347,129.01981730326494,1300,0930,,,,,
"부산광역시 사하구 다대로 473, 상가 1동 508,509호 (다대동, 다대포현대아파트)",N,치과의원,G099,응급의료기관 이외,2,"점심시간 13:00~14:30,토요일 공휴일 휴진
목요일 오전 휴진",,버스정류장:현대아파트 맘모스상가5층,현대치과의원,051-265-2275,2030,1430,2030,1430,2030,1430,2030,1430,1800,1000,A1202544,495,20 ,5427,35.06148647934849,128.97690171159653,,,,,,,
"부산광역시 연제구 거제천로 89, 3층 (거제동)",N,치과의원,G099,응급의료기관 이외,2,점심 12:30~14:00/목요일 전화 후 방문요망,,"1호선 시청역 5,7번 출구",현대치과의원,051-861-2828,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1202839,475,43 ,5428,35.18227709278081,129.0730600838261,1400,0930,,,,,
"부산광역시 남구 진남로 201 (문현동, 새마을금고 3층)",N,치과의원,G099,응급의료기관 이외,2,점심시간13:00-14:30,,버스정류장: 현대1차아파트 앞 새마을금고 3층 ,현대치과의원,051-633-6306,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1202993,484,09 ,5429,35.14405555555555,129.07661666666812,1300,0930,,,,,
부산광역시 남구 수영로 206 (대연동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,,못골시장 LPG가스충전소 근처 대로변 ,현명기피부과의원,051-627-6677,1900,1400,1900,1400,1900,1400,1900,1400,1830,0900,A1201479,484,92 ,5430,35.134733333333337,129.089113888888875,1300,0900,,,,,
"부산광역시 연제구 아시아드대로 46, 2층 (거제동)",G,한의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,"2023년까지는 위 시간표로 진행합니다.
변동가능성 有",3호선 종합운동장역 3번 출구,현승한의원,051-506-4124,1300,0900,1830,0930,2000,0930,1830,0930,1830,0930,B1200446,475,26 ,5431,35.18822777777777,129.06872777777923,1400,0930,,,,,
"부산광역시 연제구 중앙대로 1098, 4층 402호 (연산동)",C,의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,,,현신경과의원,051-868-0111,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1206834,475,96 ,5432,35.1852127185047,129.081540711455,1300,0900,,,,,
"부산광역시 연제구 중앙대로 1077 (연산동, 9층일부)",G,한의원,G099,응급의료기관 이외,2,점심 13:00~14:00,,"1,3호선 연산역 1번출구",현앤정일침한의원,051-864-1789,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,B1201529,475,40 ,5433,35.18430911957484,129.07984253038765,1300,0830,,,,,
"부산광역시 남구 수영로 21, 2층 (문현동)",G,한의원,G099,응급의료기관 이외,2,점심시간13:00-14:00,,버스정류장:문현교차로 하차,현창한의원,051-638-7900,2000,0930,2000,0930,2000,0930,2000,0930,1830,0930,B1201488,484,15 ,5434,35.13727782897823,129.07004888629686,1300,0930,,1300,0930,,
"부산광역시 영도구 대교로 1, 미라클타워 402호 (봉래동3가)",C,의원,G099,응급의료기관 이외,2,점심시간12:30 - 140:0,,영도봉래시장 근처,형건덕 내과 의원,051-791-2007,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,A1206161,490,35 ,5435,35.0926742287593,129.044246989721,1400,0900,,,,,
부산광역시 수영구 수미로 59 (망미동),G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,,혜광편작한의원,051-755-4600,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,B1200957,482,15 ,5436,35.17337421932585,129.1171906842922,1300,1000,,,,,
"부산광역시 동구 성남이로 21, 2층 (좌천동)",C,의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00,, 버스정류장: 범일뉴타운두산위브아파트,혜명의원,051-644-5779,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1201902,487,54 ,5437,35.13233435477458,129.05680407813062,1300,0900,,,,,
"부산광역시 동구 범일로 108-1, 2층 (범일동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,1호선 범일역 1번출구,혜민서한의원,051-642-0551,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,B1200748,487,38 ,5438,35.13956134112355,129.05963533154525,1830,0900,,,,,
부산광역시 수영구 과정로 43 (망미동),C,의원,G099,응급의료기관 이외,2,점심시간 12:30-13:30,,3호선 망미역 4번출구/망미동 부산은행 2층,혜민의원,051-761-2388,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,A1201903,482,10 ,5439,35.175139867403914,129.10735270723265,,,,,,,
부산광역시 서구 구덕로322번길 15  (동대신동3가),G,한의원,G099,응급의료기관 이외,2,점심12:30-14:00,,"1호선 동대신역 1,2번 출구",혜민한의원,051-244-4363,1730,0930,1730,0930,1730,0930,1730,0900,1730,0930,B1200151,492,11,5440,35.112841475114585,129.0172800427672,1300,0900,,,,,
"부산광역시 남구 수영로 74-5, 109호 (문현동, 무학프라자)",G,한의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,점심13:00-14:00,2호선 지게골역 1번출구,혜산한의원,051-643-0975,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,B1200235,484,57 ,5441,35.13424190875052,129.07641350693433,1400,0930,,,,,
"부산광역시 사하구 다대로 423, 2층 일부호 (다대동)",G,한의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,,,혜성한의원,051-710-3718,2000,0930,2000,0930,2000,0930,2000,0930,2000,0930,B1201999,495,18 ,5442,35.0652042503096,128.979878139804,1400,0930,,,,,
부산광역시 남구 수영로 256 (대연동),G,한의원,G099,응급의료기관 이외,2,"점심13:00-14:30/공휴일진료 유동적(시간도 유동적, 야간진료 할 때도있음)",,2호선 대연역 1번출구,혜인한의원,051-628-5213,1900,1000,1900,1000,1900,1000,1900,1000,1800,1000,B1200378,484,97 ,5443,35.135093316334284,129.09458814314684,1500,1000,,1500,1000,,
부산광역시 영도구 동삼로 64  (동삼동),C,의원,G099,응급의료기관 이외,2,,분만불가/여의사1분/입원실2,버스정류장: 동삼동 농협,혜화산부인과의원,051-405-5511,1830,1230,1830,1230,1830,1230,1830,1230,1830,1230,A1201874,491,00,5444,35.07920706524024,129.07049263156821,1400,0900,,,,,
"부산광역시 연제구 중앙대로 1085, 오오빌딩 2층 (연산동)",G,한의원,G099,응급의료기관 이외,2,13:30~14:30 점심,,,호감한의원,051-710-5352,1700,1000,2100,1000,2100,1000,2100,1000,2100,1000,B1201899,475,40 ,5445,35.1848989816744,129.080300801513,1700,1000,,1700,1000,1700,1000
"부산광역시 북구 덕천로 235, 2층 (만덕동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,만덕역 1번출구 만덕 제 3동 주민센터 앞,호당한의원,051-904-0242,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,B1200267,465,63 ,5446,35.21083223126433,129.02992894894282,1400,0930,,,,,
"부산광역시 사하구 장림번영로 40, 5층 (장림동)",C,의원,G099,응급의료기관 이외,2,점심 13:00~14:30,,,호돌이소아청소년과의원,051-791-0688,1830,0900,,,,,,,1830,0900,A1206398,494,82 ,5447,35.0804526720568,128.969740703447,1330,0830,,,,,
"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 801, 802호 (중동)",C,의원,G099,응급의료기관 이외,2,"점심시간 13:00~14:00
일요일 월1회 예약내시경","내과진료 / 국민건강보험공단지정의료기관 / 위,대장내시경 / 5대암검진 / 국가검진 / 소화기내과 / 수액 ",지하철2호선 중동역 7번출구,호두내과의원,051-747-8877,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1205701,480,96 ,5448,35.1656692568,129.1682257679,1400,0900,,,,,
"부산광역시 남구 수영로 243-1, 1층 (대연동)",G,한의원,G099,응급의료기관 이외,2,13:00~14:00 점심,,,호랑한의원,051-710-8582,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,B1201908,484,45 ,5449,35.1353694536172,129.093300094012,1700,0900,,,,,
부산광역시 사하구 다대로130번길 15 (신평동),G,한의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,버스정류장:신평 새마을금고 근처,호림한의원,051-293-3006,1800,0900,1800,0900,1800,0900,1800,0900,1900,0900,B1201136,494,41 ,5450,35.09113845576722,128.97740999849302,1300,0900,,,,,
"부산광역시 남구 용호로 147, 6,7층 (용호동, 종합검진센타)",G,한의원,G099,응급의료기관 이외,2,,점심시간 13:00-14:00,부산은행 용호동 지점 ,호박한의원,051-621-0617,1400,0900,1400,0900,1400,0900,1400,0900,1900,0900,B1201599,485,85 ,5451,35.119094742675344,129.11209962264653,1400,0900,,1300,0900,,
"부산광역시 서구 충무대로241번길 39, 2층 (남부민동)",N,치과의원,G099,응급의료기관 이외,2,점심 13:00~14:00,,충무쇼핑맞은편,호산나치과의원,051-254-2626,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,A1203212,492,56 ,5452,35.09348888888889,129.02353611111232,1300,0900,,,,,
"부산광역시 동래구 충렬대로107번길 92-4, 2층 (온천동)",G,한의원,G099,응급의료기관 이외,2,점심12:30-14:00,,"3,4호선 미남역 14번출구",호산한의원,051-554-0007,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,B1200318,477,28 ,5453,35.2107221206,129.073633866,1600,0930,,,,,
"부산광역시 연제구 진연로 30-9, 3층 (연산동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,1호선 시청역 1번 출구,호암한의원,051-758-8167,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,B1200677,475,45 ,5454,35.18005956521203,129.07267886460065,1400,0930,,1300,0930,,
"부산광역시 사하구 낙동남로 1417, 락희빌딩 7층 (하단동)",G,한의원,G099,응급의료기관 이외,2,"점심13:00-14:30
",,,호연한의원,051-328-1275,1830,0930,1830,0930,1830,0930,1400,0930,1900,0930,B1200915,493,11 ,5455,35.1065663606129,128.966629161401,1500,0930,,,,,
"부산광역시 부산진구 서면문화로 27, 유원 골든타워 오피스텔 20층 (부전동)",G,한의원,G099,응급의료기관 이외,2,12:00~13:00 점심 ,,"1,2호선 서면역 9번출구 ",호일침한의원,051-465-1775,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1201817,472,57 ,5456,35.1594348431895,129.055596608173,1500,0900,,,,,
부산광역시 동구 망양로875번길 1 (범일동),G,한의원,G099,응급의료기관 이외,2,,점심13:00-14:00,,호한의원,051-636-6612,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1200278,487,02 ,5457,35.138725622974945,129.047867506755,1900,0900,,,,,
"부산광역시 해운대구 선수촌로 89-1, 3층 (반여동)",G,한의원,G099,응급의료기관 이외,2,점심 13:00~14:00,,,호호미한의원,051-715-5505,1830,0900,2000,0900,2000,0900,1830,0900,1830,0900,B1201842,480,38 ,5458,35.2017721081212,129.119129804498,1400,0900,,,,,
부산광역시 중구 흑교로 38  (부평동2가),C,의원,G099,응급의료기관 이외,2,점심시간 12:30~14:00 ,"소아진료(2살이상),수액처치, 혈액검사, 소변검사",버스정류장: 보수동 사거리 책방골목 맞은편,홍가정의학과의원,051-245-7075,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200228,489,77,5459,35.10284991776204,129.025455582608,1230,0900,,,,,
부산광역시 기장군 정관로 563 (정관면) 광장메디컬 302호,C,의원,G099,응급의료기관 이외,2,점심  13:00-14:00,,버스정류장: 한진해모로아파트,홍경수비뇨기과의원,051-727-7875,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1204875,460,15,5460,35.321954327388575,129.17562880134602,1300,0930,,,,,
부산광역시 중구 대청로 54 (부평동2가),N,치과의원,G099,응급의료기관 이외,2,,점심13:00-14:30 ,버스정류장: 보수동책방골목 맞은편,홍길선치과의원,051-246-9706,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,A1203080,489,77 ,5461,35.102933333333304,129.02567222222473,,,,,,,
부산광역시 영도구 태종로113번길 33 (봉래동3가),G,한의원,G099,응급의료기관 이외,2,점심13:00-14:30,,버스정류장: 해동병원,홍상철한의원,051-418-1575,1400,0900,1400,0900,,,1400,0900,1400,0900,B1200310,490,35 ,5462,35.0924249400372,129.04371404169447,1300,0900,,,,,
"부산광역시 사하구 낙동대로 248, 2층 (괴정동, 우리메디칼센터)",N,치과의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,,1호선 괴정역 1번출구/괴정병원 맞은편,홍시영치과의원,051-202-8575,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1203452,493,41 ,5463,35.09945833333333,128.98995555555663,1300,0900,,,,,
"부산광역시 수영구 광일로 28, S.R빌딩 1층 (광안동)",G,한의원,G099,응급의료기관 이외,2,13:00~14:30 점심,,,홍은기한의원,051-751-3387,1900,0800,1900,0800,1830,1430,1900,0800,1900,0800,B1201892,482,49 ,5464,35.1624982056529,129.111174459991,1600,0800,,,,,
"부산광역시 서구 구덕로 113, 2층 (충무동1가)",C,의원,G099,응급의료기관 이외,2,,점심시간 13:00~14:00 ,1호선 자갈치역 2번출구,홍이비인후과의원,070-7770-2651,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200478,492,53 ,5465,35.09630938281073,129.02360968877167,1300,0900,,,,,
"부산광역시 사하구 다대로 3, 2,3층 (당리동)",C,의원,G099,응급의료기관 이외,2,"점심시간 13:00~14:00, 공휴일 진료 확인 후 방문 요망",,1호선 당리역 1번출구,홍인내과 의원,051)206-6700,1830,0800,1830,0800,1830,0800,1830,0800,1830,0800,A1201082,493,98 ,5466,35.101774682233774,128.97701815193952,1300,0800,,1300,0900,1300,0900
부산광역시 동래구 명륜로 109 (명륜동),G,한의원,G099,응급의료기관 이외,2,"점심13:00-14:00
","봉독(봉침,벌침)치료, 관절치료, 통풍치료, 당뇨치료 ",4호선 수안역 3번출구,홍인한의원,051-552-4294,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,B1200963,477,38 ,5467,35.20360313899676,129.08275765463352,1800,0930,,1800,0930,,
부산광역시 중구 중구로33번길 45-1 (부평동2가),G,한의원,G099,응급의료기관 이외,2,점심12:30-14:00,,버스정류장: 보수동 책방골목 맞은편,홍일한의원,051-245-3463,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,B1200162,489,77 ,5468,35.10093852307308,129.02529428155813,1500,0900,,1500,0900,,
부산광역시 남구 수영로 185 (대연동),C,의원,G099,응급의료기관 이외,2,점심 12:30~14:00,,2호선 못골역 2번출구/못골사거리,홍제마취통증의학과의원,051-637-4828,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1200158,484,45 ,5469,35.135083906010834,129.08703103265591,1300,0930,,,,,
"부산광역시 북구 백양대로 1196, 2층 (구포동)",G,한의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,"2,3호선 덕천역 2번출구",홍제한의원,051-337-8400,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1201709,465,76 ,5470,35.209053885137614,129.00557268076878,1400,0900,,1400,0900,,
"부산광역시 남구 수영로 223, 3층 (대연동)",G,한의원,G099,응급의료기관 이외,2,,,,홍제한의원,051-627-4854,2000,0900,1900,0900,2000,0900,1900,0900,2000,0900,B1201966,484,45 ,5471,35.1352919726545,129.090924876769,1400,0900,,,,,
"부산광역시 북구 백양대로 1196, 5층 (구포동)",N,치과의원,G099,응급의료기관 이외,2,점심시간 13:00~14:30 ,,2호선 덕천역 2번 출구 방향 ,홍지호치과의원,051-341-0006,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,A1205632,465,76 ,5472,35.2090572701,129.0055859401,1300,0930,,,,,
"부산광역시 해운대구 해운대로 794, 엘리움 301호, 302일부호 (좌동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,2호선 장산역 13번 출구,홍진욱비뇨의학과의원,051-742-7575,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1206254,481,04 ,5473,35.1687943257268,129.175740730506,1300,0930,,,,,
"부산광역시 북구 만덕2로 43, 3층 (만덕동)",N,치과의원,G099,응급의료기관 이외,2,점심12:30-14:00 / 넷째주 토요일 휴무,,버스정류장:만덕2동 주민센터,홍치과의원,051-335-5006,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,A1205273,466,10 ,5474,35.209658550718665,129.03778120364433,1300,0930,,,,,
"부산광역시 부산진구 서면로68번길 1, 10층 (부전동)",C,의원,G099,응급의료기관 이외,2,,,,홍택종심혈관리하는내과의원,051-819-9938,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,A1206382,472,86 ,5475,35.1568755011339,129.058071549278,,,,,,,
"부산광역시 북구 금곡대로 312, 2층 (화명동, 한마음메디칼센터)",G,한의원,G099,응급의료기관 이외,2,,점심13:00-14:00,"2호선 화명역 4,6번출구/한마음메디컬센터 2층",화령한의원,051-362-8275,1800,1400,1800,1400,1800,1400,1800,1400,1800,0900,B1201472,465,31 ,5476,35.23603911906717,129.01416040607037,1300,0900,,,,,
"부산광역시 북구 화명대로 68, 301,302,303호 (화명동, e편한세상상가동)",N,치과의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00,,2호선 화명역 2번출구,화명고운치과의원,051-791-1090,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1205316,465,33 ,5477,35.234130811217206,129.0140760631989,1400,0930,,,,,
"부산광역시 북구 화명대로 35, 401호 (화명동, 신호타워)",C,의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,1호선 화명역 1번 출구,화명내과의원,051-361-7575,1200,0900,1200,0900,1200,0900,1200,0900,1800,0900,A1200629,465,25 ,5478,35.2351567524,129.0119925898,1200,0900,,,,,
